"index";"Company";"TypeName";"Inches";"ScreenResolution";"resolution_width";"resolution_height";"touchscreen";"Cpu";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"Memory";"memory_type";"primary_storage";"secondary_storage";"Gpu";"OpSys";"Weight";"Price";"ppi"
678;"LG";"Ultrabook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";16;122491;141
679;"Acer";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;69211;141
680;"MSI";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;53168;141
681;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"128GB SSD";"SSD";128;0;"Intel";"windows";16;22324;100
682;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;109277;141
683;"HP";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"256GB SSD";"SSD";256;0;"AMD";"windows";17;37243;127
684;"Lenovo";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 8550U 1.8GHz";"Intel";"Core i7";1.8;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;79867;166
685;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7820HK 2.9GHz";"Intel";"Core i7";2.9;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;149917;141
686;"HP";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"AMD";"windows";16;32640;100
687;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;29073;100
688;"HP";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"AMD A10-Series 9600P 2.4GHz";"AMD";"A10-Series 9600P";2.4;6;"2TB HDD";"HDD";2048;0;"AMD";"windows";17;30316;127
689;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Dual Core 3855U 1.6GHz";"Intel";"Celeron Dual";1.6;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;16943;100
690;"Acer";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core 3855U 1.6GHz";"Intel";"Celeron Dual";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"other";14;19980;112
691;"Lenovo";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";14;37243;157
692;"HP";"Workstation";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"500GB HDD";"HDD";500;0;"Nvidia";"windows";17;57092;127
693;"Lenovo";"2 in 1 Convertible";14.0;"Touchscreen 2560x1440";2560;1440;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;137995;210
694;"Toshiba";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;51841;166
695;"Acer";"Netbook";11.6;"1366x768";1366;768;0;"Intel Celeron Dual Core N3050 1.6GHz";"Intel";"Celeron Dual";1.6;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";12;14332;135
696;"Lenovo";"2 in 1 Convertible";14.0;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";14;93187;157
697;"Asus";"2 in 1 Convertible";12.5;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core M M3-6Y30 0.9GHz";"Intel";"Core M";0.9;4;"64GB Flash Storage";"Flash Storage";64;0;"Intel";"other";13;35644;176
698;"Toshiba";"Ultrabook";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Intel";"windows";13;100007;166
700;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;43636;141
701;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A9-Series 9420 2.9GHz";"AMD";"A9-Series 9420";2.9;4;"256GB SSD";"SSD";256;0;"AMD";"windows";16;21259;141
702;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"AMD A12-Series 9720P 3.6GHz";"AMD";"A12-Series 9720P";3.6;8;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;22857;100
703;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"1TB HDD +  1TB HDD";"HDD";1024;1024;"Intel";"windows";16;33111;141
704;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"N/A";16;23976;100
705;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;42358;141
706;"Acer";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;1;"256GB SSD";"SSD";256;0;"Intel";"windows";13;53227;166
707;"Lenovo";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;98834;141
708;"Lenovo";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300HQ 2.3GHz";"Intel";"Core i5";2.3;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;63456;157
709;"HP";"Notebook";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"AMD A10-Series 9620P 2.5GHz";"AMD";"A10-Series 9620P";2.5;6;"2TB HDD";"HDD";2048;0;"AMD";"windows";17;34899;127
710;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;66547;141
711;"Dell";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7440HQ 2.8GHz";"Intel";"Core i5";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"linux";14;58022;157
712;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"Intel";"linux";16;38681;141
713;"Asus";"Notebook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;15877;157
714;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300U 2.6GHz";"Intel";"Core i5";2.6;16;"512GB SSD";"SSD";512;0;"Intel";"windows";16;76012;141
715;"Lenovo";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";14;45665;157
716;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300U 2.6GHz";"Intel";"Core i5";2.6;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;62817;141
717;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"AMD A6-Series 7310 2GHz";"AMD";"A6-Series 7310";2.0;4;"500GB HDD";"HDD";500;0;"AMD";"windows";16;15877;100
718;"Mediacom";"Notebook";14.0;"IPS Panel Full HD 1920x1200";1920;1200;0;"Intel Atom Z8350 1.92GHz";"Intel";"Atom Z8350";1.9;4;"32GB HDD";"HDD";32;0;"Intel";"windows";14;14119;162
719;"HP";"Notebook";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;63936;127
720;"Lenovo";"Ultrabook";14.0;"IPS Panel Quad HD+ 2560x1440";2560;1440;0;"Intel Core i7 6500U 2.5GHz";"Intel";"Core i7";2.5;64;"512GB SSD";"SSD";512;0;"Intel";"windows";14;89864;210
721;"HP";"2 in 1 Convertible";13.3;"IPS Panel Touchscreen 1366x768";1366;768;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;44574;118
722;"Lenovo";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;79867;157
723;"Dell";"Gaming";17.3;"4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;32;"1TB SSD +  1TB HDD";"Hybrid";1024;1024;"Nvidia";"windows";17;194973;255
724;"MSI";"Gaming";17.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;71847;127
725;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;26102;100
727;"Dell";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";13;34579;166
728;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"1TB HDD";"HDD";1024;0;"AMD";"linux";16;31410;100
729;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A9-Series 9420 3GHz";"AMD";"A9-Series 9420";3.0;4;"1TB HDD";"HDD";1024;0;"AMD";"windows";16;26054;141
730;"Acer";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";17;103097;127
731;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;12;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;34579;100
732;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"AMD A9-Series A9-9420 3GHz";"AMD";"A9-Series A9-9420";3.0;6;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"AMD";"windows";16;34632;141
733;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;29784;100
734;"Lenovo";"Notebook";13.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;51149;166
735;"Lenovo";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;4;"1TB HDD";"HDD";1024;0;"Intel";"windows";16;41505;141
736;"HP";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;128884;141
737;"Dell";"2 in 1 Convertible";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 8250U 1.6GHz";"Intel";"Core i5";1.6;8;"1TB HDD";"HDD";1024;0;"Intel";"windows";13;35112;166
738;"MSI";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;111594;141
739;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";16;21887;100
740;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;64309;141
741;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;35431;100
742;"Toshiba";"Notebook";14.0;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;81785;157
743;"Lenovo";"2 in 1 Convertible";14.0;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;53227;157
744;"Lenovo";"Workstation";15.6;"IPS Panel 4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 7600U 2.8GHz";"Intel";"Core i7";2.8;16;"1TB SSD";"SSD";1024;0;"Nvidia";"windows";16;175771;282
745;"Acer";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core N3060 1.6GHz";"Intel";"Celeron Dual";1.6;2;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"other";14;17582;112
746;"Samsung";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"256GB SSD";"SSD";256;0;"Intel";"windows";13;87859;166
748;"Dell";"Notebook";14.0;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;60031;112
749;"HP";"Workstation";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Xeon E3-1535M v5 2.9GHz";"Intel";"Xeon E3-1535M";2.9;16;"256GB SSD";"SSD";256;0;"Nvidia";"windows";17;233846;127
750;"Lenovo";"Netbook";11.6;"Touchscreen 1366x768";1366;768;1;"Intel Celeron Dual Core N3060 1.6GHz";"Intel";"Celeron Dual";1.6;4;"128GB SSD";"SSD";128;0;"Intel";"windows";12;25308;135
751;"HP";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 6300U 2.4GHz";"Intel";"Core i5";2.4;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;101232;141
752;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 6300HQ 2.3GHz";"Intel";"Core i5";2.3;4;"1TB HDD";"HDD";1024;0;"Nvidia";"N/A";16;30849;100
754;"Asus";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;45283;100
755;"Lenovo";"2 in 1 Convertible";13.3;"IPS Panel Quad HD+ / Touchscreen 3200x1800";3200;1800;1;"Intel Core i5 6260U 1.8GHz";"Intel";"Core i5";1.8;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;63883;276
756;"HP";"Notebook";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;58555;141
757;"HP";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;83170;141
758;"Dell";"Gaming";15.6;"IPS Panel 4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";16;152860;282
759;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;4;"256GB SSD";"SSD";256;0;"Intel";"windows";16;31915;100
760;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;55837;141
761;"Dell";"Ultrabook";12.5;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7600U 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD";"SSD";256;0;"Intel";"windows";13;99048;176
762;"Google";"Ultrabook";12.3;"Touchscreen 2400x1600";2400;1600;1;"Intel Core i5 7Y57 1.2GHz";"Intel";"Core i5";1.2;8;"256GB SSD";"SSD";256;0;"Intel";"other";12;83064;235
763;"Asus";"Ultrabook";13.3;"IPS Panel Quad HD+ 3200x1800";3200;1800;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;60153;276
764;"Dell";"Notebook";13.3;"1366x768";1366;768;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;4;"500GB HDD";"HDD";500;0;"Intel";"windows";13;45235;118
765;"Acer";"Notebook";13.3;"1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";13;34898;118
766;"Asus";"Notebook";17.3;"1366x768";1366;768;0;"Intel Pentium Quad Core N4200 1.1GHz";"Intel";"Pentium Quad";1.1;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";17;25060;91
767;"Dell";"Gaming";15.6;"IPS Panel Touchscreen / 4K Ultra HD 3840x2160";3840;2160;1;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;58555;282
768;"Samsung";"Ultrabook";13.3;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;85195;166
769;"Acer";"Notebook";15.6;"1366x768";1366;768;0;"Intel Pentium Quad Core N4200 1.1GHz";"Intel";"Pentium Quad";1.1;4;"1TB HDD";"HDD";1024;0;"Intel";"linux";16;15877;100
770;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"?";"";0;0;"AMD";"windows";16;62938;141
771;"Samsung";"2 in 1 Convertible";15.0;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"256GB SSD";"SSD";256;0;"AMD";"windows";15;95851;147
772;"Toshiba";"Notebook";14.0;"IPS Panel 1366x768";1366;768;0;"Intel Core i5 6200U 2.3GHz";"Intel";"Core i5";2.3;4;"128GB SSD";"SSD";128;0;"Intel";"windows";14;54346;112
773;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;58555;141
775;"Asus";"2 in 1 Convertible";15.6;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;12;"2TB HDD";"HDD";2048;0;"Nvidia";"windows";16;44702;141
776;"Lenovo";"Notebook";15.6;"4K Ultra HD 3840x2160";3840;2160;0;"Intel Core i7 6820HQ 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";16;126274;282
777;"Acer";"Notebook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i3 7100U 2.4GHz";"Intel";"Core i3";2.4;4;"128GB SSD";"SSD";128;0;"Intel";"windows";14;33886;157
778;"Razer";"Gaming";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";14;154459;157
779;"Asus";"Notebook";15.6;"1920x1080";1920;1080;0;"Intel Pentium Dual Core N4200 1.1GHz";"Intel";"Pentium Dual";1.1;8;"128GB SSD";"SSD";128;0;"Intel";"windows";16;31004;141
780;"Dell";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;32;"1TB SSD +  1TB HDD";"Hybrid";1024;1024;"Nvidia";"windows";17;191211;127
781;"Asus";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6700HQ 2.6GHz";"Intel";"Core i7";2.6;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;125208;127
782;"Toshiba";"Ultrabook";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 6600U 2.6GHz";"Intel";"Core i7";2.6;16;"512GB SSD";"SSD";512;0;"Nvidia";"windows";14;93986;157
783;"Lenovo";"Notebook";15.6;"1366x768";1366;768;0;"Intel Celeron Quad Core N3710 1.6GHz";"Intel";"Celeron Quad";1.6;8;"1TB HDD";"HDD";1024;0;"Intel";"N/A";16;17529;100
784;"Lenovo";"Ultrabook";14.0;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;16;"512GB SSD";"SSD";512;0;"Intel";"windows";14;122491;157
785;"MSI";"Gaming";14.0;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";14;100752;157
786;"MSI";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;58022;141
787;"Lenovo";"Gaming";15.6;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;4;"1TB HDD";"HDD";1024;0;"Nvidia";"windows";16;53227;141
788;"Acer";"Gaming";17.3;"IPS Panel Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;16;"256GB SSD +  1TB HDD";"Hybrid";256;1024;"Nvidia";"windows";17;122491;127
789;"Dell";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;52481;141
790;"Asus";"Gaming";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"128GB SSD +  1TB HDD";"Hybrid";128;1024;"Nvidia";"windows";16;71342;141
791;"Vero";"Notebook";14.0;"1920x1080";1920;1080;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;10811;157
792;"Lenovo";"2 in 1 Convertible";13.3;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"512GB SSD";"SSD";512;0;"Intel";"windows";13;104962;166
793;"Lenovo";"2 in 1 Convertible";15.6;"Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;51096;141
794;"Apple";"Ultrabook";12.0;"IPS Panel Retina Display 2304x1440";2304;1440;0;"Intel Core M 1.2GHz";"Intel";"Core M";1.2;8;"512GB Flash Storage";"Flash Storage";512;0;"Intel";"macos";12;62071;226
795;"Lenovo";"2 in 1 Convertible";14.0;"IPS Panel Touchscreen 2560x1440";2560;1440;1;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;124142;210
796;"Asus";"Notebook";14.0;"1366x768";1366;768;0;"Intel Celeron Dual Core N3350 1.1GHz";"Intel";"Celeron Dual";1.1;4;"32GB Flash Storage";"Flash Storage";32;0;"Intel";"windows";14;15931;112
797;"Dell";"Notebook";15.6;"1366x768";1366;768;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"128GB SSD";"SSD";128;0;"Intel";"windows";16;43157;100
798;"Lenovo";"2 in 1 Convertible";13.9;"IPS Panel Full HD / Touchscreen 1920x1080";1920;1080;1;"Intel Core i7 7500U 2.7GHz";"Intel";"Core i7";2.7;8;"256GB SSD";"SSD";256;0;"Intel";"windows";14;71875;158
799;"Dell";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i3 6006U 2GHz";"Intel";"Core i3";2.0;8;"256GB SSD";"SSD";256;0;"AMD";"windows";16;39374;141
800;"HP";"Workstation";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i7 7700HQ 2.8GHz";"Intel";"Core i7";2.8;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;110018;141
801;"Asus";"Notebook";15.6;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";16;58555;141
802;"Dell";"Ultrabook";13.3;"Full HD 1920x1080";1920;1080;0;"Intel Core i5 7200U 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Intel";"windows";13;79867;166
803;"Dell";"Notebook";15.6;"4K Ultra HD / Touchscreen 3840x2160";3840;2160;1;"Intel Core i5 7300HQ 2.5GHz";"Intel";"Core i5";2.5;8;"256GB SSD";"SSD";256;0;"Nvidia";"windows";16;93187;282
